TAL;BOPKOM;KØN;TID;INDHOLD
Full-time employees;Mariagerfjord;Total;2015Q2;15581
Full-time employees;Mariagerfjord;Total;2015Q3;15349
Full-time employees;Mariagerfjord;Total;2015Q4;15646
Full-time employees;Mariagerfjord;Total;2016Q1;15228
Full-time employees;Mariagerfjord;Total;2016Q2;15852
Full-time employees;Mariagerfjord;Total;2016Q3;15455
Full-time employees;Mariagerfjord;Total;2016Q4;15900
Full-time employees;Mariagerfjord;Total;2017Q1;15530
Full-time employees;Mariagerfjord;Total;2017Q2;15798
Full-time employees;Mariagerfjord;Total;2017Q3;15622
Full-time employees;Mariagerfjord;Total;2017Q4;15976
Full-time employees;Mariagerfjord;Total;2018Q1;15562
Full-time employees;Mariagerfjord;Total;2018Q2;16014
Full-time employees;Mariagerfjord;Total;2018Q3;15725
Full-time employees;Mariagerfjord;Total;2018Q4;16068
Full-time employees;Mariagerfjord;Total;2019Q1;15689
Full-time employees;Mariagerfjord;Total;2019Q2;15908
Full-time employees;Mariagerfjord;Total;2019Q3;15697
Full-time employees;Mariagerfjord;Total;2019Q4;15987
Full-time employees;Mariagerfjord;Total;2020Q1;15606
Full-time employees;Mariagerfjord;Total;2020Q2;15433
Full-time employees;Mariagerfjord;Total;2020Q3;15486
Full-time employees;Mariagerfjord;Total;2020Q4;15945
Full-time employees;Mariagerfjord;Total;2021Q1;15620
Full-time employees;Mariagerfjord;Total;2021Q2;16213
Full-time employees;Mariagerfjord;Total;2021Q3;15998
Full-time employees;Mariagerfjord;Total;2021Q4;16576
Full-time employees;Mariagerfjord;Total;2022Q1;16447
Full-time employees;Mariagerfjord;Total;2022Q2;16552
Full-time employees;Mariagerfjord;Total;2022Q3;16274
Full-time employees;Mariagerfjord;Total;2022Q4;16618
Full-time employees;Mariagerfjord;Total;2023Q1;16343
Full-time employees;Mariagerfjord;Total;2023Q2;16504
Full-time employees;Mariagerfjord;Total;2023Q3;16260
Full-time employees;Mariagerfjord;Total;2023Q4;16574
Full-time employees;Mariagerfjord;Total;2024Q1;16282
Full-time employees;Mariagerfjord;Total;2024Q2;16658
Full-time employees;Mariagerfjord;Total;2024Q3;16155
Full-time employees;Mariagerfjord;Total;2024Q4;16561
Full-time employees;Mariagerfjord;Total;2025Q1;16326
Full-time employees;Mariagerfjord;Total;2025Q2;16501
Full-time employees;Mariagerfjord;Total;2025Q3;16193
Full-time employees;Morsø;Total;2008Q1;7860
Full-time employees;Morsø;Total;2008Q2;8098
Full-time employees;Morsø;Total;2008Q3;7813
Full-time employees;Morsø;Total;2008Q4;7822
Full-time employees;Morsø;Total;2009Q1;7435
Full-time employees;Morsø;Total;2009Q2;7491
Full-time employees;Morsø;Total;2009Q3;7262
Full-time employees;Morsø;Total;2009Q4;7305
Full-time employees;Morsø;Total;2010Q1;6845
Full-time employees;Morsø;Total;2010Q2;7243
Full-time employees;Morsø;Total;2010Q3;7151
Full-time employees;Morsø;Total;2010Q4;7185
Full-time employees;Morsø;Total;2011Q1;6869
Full-time employees;Morsø;Total;2011Q2;7161
Full-time employees;Morsø;Total;2011Q3;7071
Full-time employees;Morsø;Total;2011Q4;7176
Full-time employees;Morsø;Total;2012Q1;6877
Full-time employees;Morsø;Total;2012Q2;7070
Full-time employees;Morsø;Total;2012Q3;6989
Full-time employees;Morsø;Total;2012Q4;7038
Full-time employees;Morsø;Total;2013Q1;6688
Full-time employees;Morsø;Total;2013Q2;7020
Full-time employees;Morsø;Total;2013Q3;6937
Full-time employees;Morsø;Total;2013Q4;7038
Full-time employees;Morsø;Total;2014Q1;6798
Full-time employees;Morsø;Total;2014Q2;7024
Full-time employees;Morsø;Total;2014Q3;6910
Full-time employees;Morsø;Total;2014Q4;7029
Full-time employees;Morsø;Total;2015Q1;6782
Full-time employees;Morsø;Total;2015Q2;7011
Full-time employees;Morsø;Total;2015Q3;6854
Full-time employees;Morsø;Total;2015Q4;6988
Full-time employees;Morsø;Total;2016Q1;6796
Full-time employees;Morsø;Total;2016Q2;7192
Full-time employees;Morsø;Total;2016Q3;6937
Full-time employees;Morsø;Total;2016Q4;7128
Full-time employees;Morsø;Total;2017Q1;6907
Full-time employees;Morsø;Total;2017Q2;7081
Full-time employees;Morsø;Total;2017Q3;6971
Full-time employees;Morsø;Total;2017Q4;7160
Full-time employees;Morsø;Total;2018Q1;6906
Full-time employees;Morsø;Total;2018Q2;7151
Full-time employees;Morsø;Total;2018Q3;7019
Full-time employees;Morsø;Total;2018Q4;7150
Full-time employees;Morsø;Total;2019Q1;6992
Full-time employees;Morsø;Total;2019Q2;7124
Full-time employees;Morsø;Total;2019Q3;6995
Full-time employees;Morsø;Total;2019Q4;7127
Full-time employees;Morsø;Total;2020Q1;6901
Full-time employees;Morsø;Total;2020Q2;6935
Full-time employees;Morsø;Total;2020Q3;7001
Full-time employees;Morsø;Total;2020Q4;7148
Full-time employees;Morsø;Total;2021Q1;6957
Full-time employees;Morsø;Total;2021Q2;7212
Full-time employees;Morsø;Total;2021Q3;7134
Full-time employees;Morsø;Total;2021Q4;7321
Full-time employees;Morsø;Total;2022Q1;7258
Full-time employees;Morsø;Total;2022Q2;7358
Full-time employees;Morsø;Total;2022Q3;7186
Full-time employees;Morsø;Total;2022Q4;7262
Full-time employees;Morsø;Total;2023Q1;7086
Full-time employees;Morsø;Total;2023Q2;7162
Full-time employees;Morsø;Total;2023Q3;7043
Full-time employees;Morsø;Total;2023Q4;7103
Full-time employees;Morsø;Total;2024Q1;6881
Full-time employees;Morsø;Total;2024Q2;7119
Full-time employees;Morsø;Total;2024Q3;6907
Full-time employees;Morsø;Total;2024Q4;7063
Full-time employees;Morsø;Total;2025Q1;6917
Full-time employees;Morsø;Total;2025Q2;7082
Full-time employees;Morsø;Total;2025Q3;6963
Full-time employees;Rebild;Total;2008Q1;11943
Full-time employees;Rebild;Total;2008Q2;12282
Full-time employees;Rebild;Total;2008Q3;12006
Full-time employees;Rebild;Total;2008Q4;12217
Full-time employees;Rebild;Total;2009Q1;11693
Full-time employees;Rebild;Total;2009Q2;11622
Full-time employees;Rebild;Total;2009Q3;11338
Full-time employees;Rebild;Total;2009Q4;11459
Full-time employees;Rebild;Total;2010Q1;11041
Full-time employees;Rebild;Total;2010Q2;11437
Full-time employees;Rebild;Total;2010Q3;11270
Full-time employees;Rebild;Total;2010Q4;11533
Full-time employees;Rebild;Total;2011Q1;11214
Full-time employees;Rebild;Total;2011Q2;11461
Full-time employees;Rebild;Total;2011Q3;11310
Full-time employees;Rebild;Total;2011Q4;11525
Full-time employees;Rebild;Total;2012Q1;11217
Full-time employees;Rebild;Total;2012Q2;11392
Full-time employees;Rebild;Total;2012Q3;11226
Full-time employees;Rebild;Total;2012Q4;11527
Full-time employees;Rebild;Total;2013Q1;11188
Full-time employees;Rebild;Total;2013Q2;11429
Full-time employees;Rebild;Total;2013Q3;11345
Full-time employees;Rebild;Total;2013Q4;11508
Full-time employees;Rebild;Total;2014Q1;11302
Full-time employees;Rebild;Total;2014Q2;11496
Full-time employees;Rebild;Total;2014Q3;11351
Full-time employees;Rebild;Total;2014Q4;11542
Full-time employees;Rebild;Total;2015Q1;11325
Full-time employees;Rebild;Total;2015Q2;11635
Full-time employees;Rebild;Total;2015Q3;11385
Full-time employees;Rebild;Total;2015Q4;11715
Full-time employees;Rebild;Total;2016Q1;11457
Full-time employees;Rebild;Total;2016Q2;11860
Full-time employees;Rebild;Total;2016Q3;11567
Full-time employees;Rebild;Total;2016Q4;11978
Full-time employees;Rebild;Total;2017Q1;11781
Full-time employees;Rebild;Total;2017Q2;11999
Full-time employees;Rebild;Total;2017Q3;11892
Full-time employees;Rebild;Total;2017Q4;12300
Full-time employees;Rebild;Total;2018Q1;12042
Full-time employees;Rebild;Total;2018Q2;12320
Full-time employees;Rebild;Total;2018Q3;12005
Full-time employees;Rebild;Total;2018Q4;12336
Full-time employees;Rebild;Total;2019Q1;12134
Full-time employees;Rebild;Total;2019Q2;12325
Full-time employees;Rebild;Total;2019Q3;12141
Full-time employees;Rebild;Total;2019Q4;12417
Full-time employees;Rebild;Total;2020Q1;12233
Full-time employees;Rebild;Total;2020Q2;12151
Full-time employees;Rebild;Total;2020Q3;12199
Full-time employees;Rebild;Total;2020Q4;12605
Full-time employees;Rebild;Total;2021Q1;12341
Full-time employees;Rebild;Total;2021Q2;12701
Full-time employees;Rebild;Total;2021Q3;12562
Full-time employees;Rebild;Total;2021Q4;13023
Full-time employees;Rebild;Total;2022Q1;12889
Full-time employees;Rebild;Total;2022Q2;13036
Full-time employees;Rebild;Total;2022Q3;12802
Full-time employees;Rebild;Total;2022Q4;13120
Full-time employees;Rebild;Total;2023Q1;12943
Full-time employees;Rebild;Total;2023Q2;13060
Full-time employees;Rebild;Total;2023Q3;12814
Full-time employees;Rebild;Total;2023Q4;13107
Full-time employees;Rebild;Total;2024Q1;12922
Full-time employees;Rebild;Total;2024Q2;13196
Full-time employees;Rebild;Total;2024Q3;12854
Full-time employees;Rebild;Total;2024Q4;13227
Full-time employees;Rebild;Total;2025Q1;13043
Full-time employees;Rebild;Total;2025Q2;13274
Full-time employees;Rebild;Total;2025Q3;13097
Full-time employees;Thisted;Total;2008Q1;17149
Full-time employees;Thisted;Total;2008Q2;17615
Full-time employees;Thisted;Total;2008Q3;17128
Full-time employees;Thisted;Total;2008Q4;17313
Full-time employees;Thisted;Total;2009Q1;16514
Full-time employees;Thisted;Total;2009Q2;16489
Full-time employees;Thisted;Total;2009Q3;16162
Full-time employees;Thisted;Total;2009Q4;16178
Full-time employees;Thisted;Total;2010Q1;15545
Full-time employees;Thisted;Total;2010Q2;16277
Full-time employees;Thisted;Total;2010Q3;15922
Full-time employees;Thisted;Total;2010Q4;16177
Full-time employees;Thisted;Total;2011Q1;15711
Full-time employees;Thisted;Total;2011Q2;16138
Full-time employees;Thisted;Total;2011Q3;15863
Full-time employees;Thisted;Total;2011Q4;16047
Full-time employees;Thisted;Total;2012Q1;15574
Full-time employees;Thisted;Total;2012Q2;15834
Full-time employees;Thisted;Total;2012Q3;15474
Full-time employees;Thisted;Total;2012Q4;15581
Full-time employees;Thisted;Total;2013Q1;15075
Full-time employees;Thisted;Total;2013Q2;15576
Full-time employees;Thisted;Total;2013Q3;15386
Full-time employees;Thisted;Total;2013Q4;15508
Full-time employees;Thisted;Total;2014Q1;15087
Full-time employees;Thisted;Total;2014Q2;15482
Full-time employees;Thisted;Total;2014Q3;15257
Full-time employees;Thisted;Total;2014Q4;15362
Full-time employees;Thisted;Total;2015Q1;14956
Full-time employees;Thisted;Total;2015Q2;15569
Full-time employees;Thisted;Total;2015Q3;15214
Full-time employees;Thisted;Total;2015Q4;15554
Full-time employees;Thisted;Total;2016Q1;15124
Full-time employees;Thisted;Total;2016Q2;15869
Full-time employees;Thisted;Total;2016Q3;15391
Full-time employees;Thisted;Total;2016Q4;15643
Full-time employees;Thisted;Total;2017Q1;15227
Full-time employees;Thisted;Total;2017Q2;15745
Full-time employees;Thisted;Total;2017Q3;15538
Full-time employees;Thisted;Total;2017Q4;15768
Full-time employees;Thisted;Total;2018Q1;15202
Full-time employees;Thisted;Total;2018Q2;15739
Full-time employees;Thisted;Total;2018Q3;15561
Full-time employees;Thisted;Total;2018Q4;15817
Full-time employees;Thisted;Total;2019Q1;15467
Full-time employees;Thisted;Total;2019Q2;15884
Full-time employees;Thisted;Total;2019Q3;15599
Full-time employees;Thisted;Total;2019Q4;15795
Full-time employees;Thisted;Total;2020Q1;15320
Full-time employees;Thisted;Total;2020Q2;15270
Full-time employees;Thisted;Total;2020Q3;15463
Full-time employees;Thisted;Total;2020Q4;15662
Full-time employees;Thisted;Total;2021Q1;15319
Full-time employees;Thisted;Total;2021Q2;15975
Full-time employees;Thisted;Total;2021Q3;15929
Full-time employees;Thisted;Total;2021Q4;16203
Full-time employees;Thisted;Total;2022Q1;16016
Full-time employees;Thisted;Total;2022Q2;16330
Full-time employees;Thisted;Total;2022Q3;16074
Full-time employees;Thisted;Total;2022Q4;16235
Full-time employees;Thisted;Total;2023Q1;15920
Full-time employees;Thisted;Total;2023Q2;16146
Full-time employees;Thisted;Total;2023Q3;15918
Full-time employees;Thisted;Total;2023Q4;15935
Full-time employees;Thisted;Total;2024Q1;15602
Full-time employees;Thisted;Total;2024Q2;15955
Full-time employees;Thisted;Total;2024Q3;15696
Full-time employees;Thisted;Total;2024Q4;16066
Full-time employees;Thisted;Total;2025Q1;15782
Full-time employees;Thisted;Total;2025Q2;16077
Full-time employees;Thisted;Total;2025Q3;15895
Full-time employees;Vesthimmerlands;Total;2008Q1;14651
Full-time employees;Vesthimmerlands;Total;2008Q2;15226
Full-time employees;Vesthimmerlands;Total;2008Q3;14900
Full-time employees;Vesthimmerlands;Total;2008Q4;14969
Full-time employees;Vesthimmerlands;Total;2009Q1;14232
Full-time employees;Vesthimmerlands;Total;2009Q2;14203
Full-time employees;Vesthimmerlands;Total;2009Q3;13899
Full-time employees;Vesthimmerlands;Total;2009Q4;13965
Full-time employees;Vesthimmerlands;Total;2010Q1;13306
Full-time employees;Vesthimmerlands;Total;2010Q2;14042
Full-time employees;Vesthimmerlands;Total;2010Q3;13706
Full-time employees;Vesthimmerlands;Total;2010Q4;13951
Full-time employees;Vesthimmerlands;Total;2011Q1;13407
Full-time employees;Vesthimmerlands;Total;2011Q2;13759
Full-time employees;Vesthimmerlands;Total;2011Q3;13538
Full-time employees;Vesthimmerlands;Total;2011Q4;13678
Full-time employees;Vesthimmerlands;Total;2012Q1;13367
Full-time employees;Vesthimmerlands;Total;2012Q2;13800
Full-time employees;Vesthimmerlands;Total;2012Q3;13565
Full-time employees;Vesthimmerlands;Total;2012Q4;13579
Full-time employees;Vesthimmerlands;Total;2013Q1;13159
Full-time employees;Vesthimmerlands;Total;2013Q2;13643
Full-time employees;Vesthimmerlands;Total;2013Q3;13426
Full-time employees;Vesthimmerlands;Total;2013Q4;13566
Full-time employees;Vesthimmerlands;Total;2014Q1;13308
Full-time employees;Vesthimmerlands;Total;2014Q2;13585
Full-time employees;Vesthimmerlands;Total;2014Q3;13351
Full-time employees;Vesthimmerlands;Total;2014Q4;13572
Full-time employees;Vesthimmerlands;Total;2015Q1;13173
Full-time employees;Vesthimmerlands;Total;2015Q2;13557
Full-time employees;Vesthimmerlands;Total;2015Q3;13268
Full-time employees;Vesthimmerlands;Total;2015Q4;13526
Full-time employees;Vesthimmerlands;Total;2016Q1;13153
Full-time employees;Vesthimmerlands;Total;2016Q2;13710
Full-time employees;Vesthimmerlands;Total;2016Q3;13345
Full-time employees;Vesthimmerlands;Total;2016Q4;13705
Full-time employees;Vesthimmerlands;Total;2017Q1;13488
Full-time employees;Vesthimmerlands;Total;2017Q2;13805
Full-time employees;Vesthimmerlands;Total;2017Q3;13559
Full-time employees;Vesthimmerlands;Total;2017Q4;13906
Full-time employees;Vesthimmerlands;Total;2018Q1;13528
Full-time employees;Vesthimmerlands;Total;2018Q2;13996
Full-time employees;Vesthimmerlands;Total;2018Q3;13673
Full-time employees;Vesthimmerlands;Total;2018Q4;14051
Full-time employees;Vesthimmerlands;Total;2019Q1;13653
Full-time employees;Vesthimmerlands;Total;2019Q2;13920
Full-time employees;Vesthimmerlands;Total;2019Q3;13596
Full-time employees;Vesthimmerlands;Total;2019Q4;13793
Full-time employees;Vesthimmerlands;Total;2020Q1;13545
Full-time employees;Vesthimmerlands;Total;2020Q2;13517
Full-time employees;Vesthimmerlands;Total;2020Q3;13412
Full-time employees;Vesthimmerlands;Total;2020Q4;13712
Full-time employees;Vesthimmerlands;Total;2021Q1;13358
Full-time employees;Vesthimmerlands;Total;2021Q2;13923
Full-time employees;Vesthimmerlands;Total;2021Q3;13703
Full-time employees;Vesthimmerlands;Total;2021Q4;14124
Full-time employees;Vesthimmerlands;Total;2022Q1;14008
Full-time employees;Vesthimmerlands;Total;2022Q2;14227
Full-time employees;Vesthimmerlands;Total;2022Q3;13915
Full-time employees;Vesthimmerlands;Total;2022Q4;14319
Full-time employees;Vesthimmerlands;Total;2023Q1;13992
Full-time employees;Vesthimmerlands;Total;2023Q2;14117
Full-time employees;Vesthimmerlands;Total;2023Q3;13729
Full-time employees;Vesthimmerlands;Total;2023Q4;14045
Full-time employees;Vesthimmerlands;Total;2024Q1;13700
Full-time employees;Vesthimmerlands;Total;2024Q2;13977
Full-time employees;Vesthimmerlands;Total;2024Q3;13555
Full-time employees;Vesthimmerlands;Total;2024Q4;13889
Full-time employees;Vesthimmerlands;Total;2025Q1;13649
Full-time employees;Vesthimmerlands;Total;2025Q2;13902
Full-time employees;Vesthimmerlands;Total;2025Q3;13591
Full-time employees;Aalborg;Total;2008Q1;77730
Full-time employees;Aalborg;Total;2008Q2;79413
Full-time employees;Aalborg;Total;2008Q3;79557
Full-time employees;Aalborg;Total;2008Q4;79277
Full-time employees;Aalborg;Total;2009Q1;76928
Full-time employees;Aalborg;Total;2009Q2;76594
Full-time employees;Aalborg;Total;2009Q3;76344
Full-time employees;Aalborg;Total;2009Q4;75586
Full-time employees;Aalborg;Total;2010Q1;73783
