OMRÅDE;KØN;ALDER;CIVILSTAND;TID;INDHOLD
Region Hovedstaden;Total;108 years;Total;2022Q1;0
Region Hovedstaden;Total;109 years;Total;2008Q1;0
Region Hovedstaden;Total;109 years;Total;2011Q1;1
Region Hovedstaden;Total;109 years;Total;2015Q1;0
Region Hovedstaden;Total;109 years;Total;2019Q1;2
Region Hovedstaden;Total;109 years;Total;2022Q1;1
Region Hovedstaden;Total;110 years;Total;2008Q1;0
Region Hovedstaden;Total;110 years;Total;2011Q1;0
Region Hovedstaden;Total;110 years;Total;2015Q1;0
Region Hovedstaden;Total;110 years;Total;2019Q1;0
Region Hovedstaden;Total;110 years;Total;2022Q1;0
Region Hovedstaden;Total;111 years;Total;2008Q1;0
Region Hovedstaden;Total;111 years;Total;2011Q1;0
Region Hovedstaden;Total;111 years;Total;2015Q1;0
Region Hovedstaden;Total;111 years;Total;2019Q1;0
Region Hovedstaden;Total;111 years;Total;2022Q1;0
Region Hovedstaden;Total;112 years;Total;2008Q1;0
Region Hovedstaden;Total;112 years;Total;2011Q1;0
Region Hovedstaden;Total;112 years;Total;2015Q1;0
Region Hovedstaden;Total;112 years;Total;2019Q1;0
Region Hovedstaden;Total;112 years;Total;2022Q1;0
Region Hovedstaden;Total;113 years;Total;2008Q1;0
Region Hovedstaden;Total;113 years;Total;2011Q1;0
Region Hovedstaden;Total;113 years;Total;2015Q1;0
Region Hovedstaden;Total;113 years;Total;2019Q1;0
Region Hovedstaden;Total;113 years;Total;2022Q1;0
Region Hovedstaden;Total;114 years;Total;2008Q1;0
Region Hovedstaden;Total;114 years;Total;2011Q1;0
Region Hovedstaden;Total;114 years;Total;2015Q1;0
Region Hovedstaden;Total;114 years;Total;2019Q1;0
Region Hovedstaden;Total;114 years;Total;2022Q1;0
Region Hovedstaden;Total;115 years;Total;2008Q1;0
Region Hovedstaden;Total;115 years;Total;2011Q1;0
Region Hovedstaden;Total;115 years;Total;2015Q1;0
Region Hovedstaden;Total;115 years;Total;2019Q1;0
Region Hovedstaden;Total;115 years;Total;2022Q1;0
Region Hovedstaden;Total;116 years;Total;2008Q1;0
Region Hovedstaden;Total;116 years;Total;2011Q1;0
Region Hovedstaden;Total;116 years;Total;2015Q1;0
Region Hovedstaden;Total;116 years;Total;2019Q1;0
Region Hovedstaden;Total;116 years;Total;2022Q1;0
Region Hovedstaden;Total;117 years;Total;2008Q1;0
Region Hovedstaden;Total;117 years;Total;2011Q1;0
Region Hovedstaden;Total;117 years;Total;2015Q1;0
Region Hovedstaden;Total;117 years;Total;2019Q1;0
Region Hovedstaden;Total;117 years;Total;2022Q1;0
Region Hovedstaden;Total;118 years;Total;2008Q1;0
Region Hovedstaden;Total;118 years;Total;2011Q1;0
Region Hovedstaden;Total;118 years;Total;2015Q1;0
Region Hovedstaden;Total;118 years;Total;2019Q1;0
Region Hovedstaden;Total;118 years;Total;2022Q1;0
Region Hovedstaden;Total;119 years;Total;2008Q1;0
Region Hovedstaden;Total;119 years;Total;2011Q1;0
Region Hovedstaden;Total;119 years;Total;2015Q1;0
Region Hovedstaden;Total;119 years;Total;2019Q1;0
Region Hovedstaden;Total;119 years;Total;2022Q1;0
Region Hovedstaden;Total;120 years;Total;2008Q1;0
Region Hovedstaden;Total;120 years;Total;2011Q1;0
Region Hovedstaden;Total;120 years;Total;2015Q1;0
Region Hovedstaden;Total;120 years;Total;2019Q1;0
Region Hovedstaden;Total;120 years;Total;2022Q1;0
Region Hovedstaden;Total;121 years;Total;2008Q1;0
Region Hovedstaden;Total;121 years;Total;2011Q1;0
Region Hovedstaden;Total;121 years;Total;2015Q1;0
Region Hovedstaden;Total;121 years;Total;2019Q1;0
Region Hovedstaden;Total;121 years;Total;2022Q1;0
Region Hovedstaden;Total;122 years;Total;2008Q1;0
Region Hovedstaden;Total;122 years;Total;2011Q1;0
Region Hovedstaden;Total;122 years;Total;2015Q1;0
Region Hovedstaden;Total;122 years;Total;2019Q1;0
Region Hovedstaden;Total;122 years;Total;2022Q1;0
Region Hovedstaden;Total;123 years;Total;2008Q1;0
Region Hovedstaden;Total;123 years;Total;2011Q1;0
Region Hovedstaden;Total;123 years;Total;2015Q1;0
Region Hovedstaden;Total;123 years;Total;2019Q1;0
Region Hovedstaden;Total;123 years;Total;2022Q1;0
Region Hovedstaden;Total;124 years;Total;2008Q1;0
Region Hovedstaden;Total;124 years;Total;2011Q1;0
Region Hovedstaden;Total;124 years;Total;2015Q1;0
Region Hovedstaden;Total;124 years;Total;2019Q1;0
Region Hovedstaden;Total;124 years;Total;2022Q1;0
Region Hovedstaden;Total;125 years;Total;2008Q1;0
Region Hovedstaden;Total;125 years;Total;2011Q1;0
Region Hovedstaden;Total;125 years;Total;2015Q1;0
Region Hovedstaden;Total;125 years;Total;2019Q1;0
Region Hovedstaden;Total;125 years;Total;2022Q1;0
Copenhagen;Total;65 years;Total;2008Q1;3840
Copenhagen;Total;65 years;Total;2011Q1;4561
Copenhagen;Total;65 years;Total;2015Q1;4109
Copenhagen;Total;65 years;Total;2019Q1;4420
Copenhagen;Total;65 years;Total;2022Q1;4533
Copenhagen;Total;66 years;Total;2008Q1;3206
Copenhagen;Total;66 years;Total;2011Q1;4213
Copenhagen;Total;66 years;Total;2015Q1;4311
Copenhagen;Total;66 years;Total;2019Q1;4115
Copenhagen;Total;66 years;Total;2022Q1;4347
Copenhagen;Total;67 years;Total;2008Q1;3160
Copenhagen;Total;67 years;Total;2011Q1;3944
Copenhagen;Total;67 years;Total;2015Q1;4502
Copenhagen;Total;67 years;Total;2019Q1;4108
Copenhagen;Total;67 years;Total;2022Q1;4074
Copenhagen;Total;68 years;Total;2008Q1;2894
Copenhagen;Total;68 years;Total;2011Q1;3512
Copenhagen;Total;68 years;Total;2015Q1;4364
Copenhagen;Total;68 years;Total;2019Q1;4124
Copenhagen;Total;68 years;Total;2022Q1;4130
Copenhagen;Total;69 years;Total;2008Q1;2796
Copenhagen;Total;69 years;Total;2011Q1;2895
Copenhagen;Total;69 years;Total;2015Q1;4126
Copenhagen;Total;69 years;Total;2019Q1;3755
Copenhagen;Total;69 years;Total;2022Q1;3852
Copenhagen;Total;70 years;Total;2008Q1;2443
Copenhagen;Total;70 years;Total;2011Q1;2866
Copenhagen;Total;70 years;Total;2015Q1;3794
Copenhagen;Total;70 years;Total;2019Q1;3929
Copenhagen;Total;70 years;Total;2022Q1;3779
Copenhagen;Total;71 years;Total;2008Q1;2339
Copenhagen;Total;71 years;Total;2011Q1;2661
Copenhagen;Total;71 years;Total;2015Q1;3517
Copenhagen;Total;71 years;Total;2019Q1;4089
Copenhagen;Total;71 years;Total;2022Q1;3782
Copenhagen;Total;72 years;Total;2008Q1;2337
Copenhagen;Total;72 years;Total;2011Q1;2506
Copenhagen;Total;72 years;Total;2015Q1;3107
Copenhagen;Total;72 years;Total;2019Q1;3942
Copenhagen;Total;72 years;Total;2022Q1;3438
Copenhagen;Total;73 years;Total;2008Q1;2082
Copenhagen;Total;73 years;Total;2011Q1;2134
Copenhagen;Total;73 years;Total;2015Q1;2538
Copenhagen;Total;73 years;Total;2019Q1;3693
Copenhagen;Total;73 years;Total;2022Q1;3627
Copenhagen;Total;74 years;Total;2008Q1;2044
Copenhagen;Total;74 years;Total;2011Q1;2023
Copenhagen;Total;74 years;Total;2015Q1;2453
Copenhagen;Total;74 years;Total;2019Q1;3338
Copenhagen;Total;74 years;Total;2022Q1;3720
Copenhagen;Total;75 years;Total;2008Q1;2023
Copenhagen;Total;75 years;Total;2011Q1;2034
Copenhagen;Total;75 years;Total;2015Q1;2238
Copenhagen;Total;75 years;Total;2019Q1;3055
Copenhagen;Total;75 years;Total;2022Q1;3524
Copenhagen;Total;76 years;Total;2008Q1;1961
Copenhagen;Total;76 years;Total;2011Q1;1791
Copenhagen;Total;76 years;Total;2015Q1;2136
Copenhagen;Total;76 years;Total;2019Q1;2695
Copenhagen;Total;76 years;Total;2022Q1;3282
Copenhagen;Total;77 years;Total;2008Q1;1874
Copenhagen;Total;77 years;Total;2011Q1;1721
Copenhagen;Total;77 years;Total;2015Q1;1803
Copenhagen;Total;77 years;Total;2019Q1;2138
Copenhagen;Total;77 years;Total;2022Q1;2956
Copenhagen;Total;78 years;Total;2008Q1;1871
Copenhagen;Total;78 years;Total;2011Q1;1709
Copenhagen;Total;78 years;Total;2015Q1;1642
Copenhagen;Total;78 years;Total;2019Q1;2037
Copenhagen;Total;78 years;Total;2022Q1;2687
Copenhagen;Total;79 years;Total;2008Q1;1827
Copenhagen;Total;79 years;Total;2011Q1;1608
Copenhagen;Total;79 years;Total;2015Q1;1589
Copenhagen;Total;79 years;Total;2019Q1;1853
Copenhagen;Total;79 years;Total;2022Q1;2341
Copenhagen;Total;80 years;Total;2008Q1;1684
Copenhagen;Total;80 years;Total;2011Q1;1511
Copenhagen;Total;80 years;Total;2015Q1;1375
Copenhagen;Total;80 years;Total;2019Q1;1730
Copenhagen;Total;80 years;Total;2022Q1;1818
Copenhagen;Total;81 years;Total;2008Q1;1681
Copenhagen;Total;81 years;Total;2011Q1;1461
Copenhagen;Total;81 years;Total;2015Q1;1280
Copenhagen;Total;81 years;Total;2019Q1;1418
Copenhagen;Total;81 years;Total;2022Q1;1756
Copenhagen;Total;82 years;Total;2008Q1;1600
Copenhagen;Total;82 years;Total;2011Q1;1419
Copenhagen;Total;82 years;Total;2015Q1;1271
Copenhagen;Total;82 years;Total;2019Q1;1270
Copenhagen;Total;82 years;Total;2022Q1;1533
Copenhagen;Total;83 years;Total;2008Q1;1575
Copenhagen;Total;83 years;Total;2011Q1;1284
Copenhagen;Total;83 years;Total;2015Q1;1169
Copenhagen;Total;83 years;Total;2019Q1;1153
Copenhagen;Total;83 years;Total;2022Q1;1426
Copenhagen;Total;84 years;Total;2008Q1;1547
Copenhagen;Total;84 years;Total;2011Q1;1219
Copenhagen;Total;84 years;Total;2015Q1;1060
Copenhagen;Total;84 years;Total;2019Q1;988
Copenhagen;Total;84 years;Total;2022Q1;1138
Copenhagen;Total;85 years;Total;2008Q1;1414
Copenhagen;Total;85 years;Total;2011Q1;1170
Copenhagen;Total;85 years;Total;2015Q1;1021
Copenhagen;Total;85 years;Total;2019Q1;899
Copenhagen;Total;85 years;Total;2022Q1;981
Copenhagen;Total;86 years;Total;2008Q1;1402
Copenhagen;Total;86 years;Total;2011Q1;1113
Copenhagen;Total;86 years;Total;2015Q1;959
Copenhagen;Total;86 years;Total;2019Q1;858
Copenhagen;Total;86 years;Total;2022Q1;852
Copenhagen;Total;87 years;Total;2008Q1;1288
Copenhagen;Total;87 years;Total;2011Q1;1088
Copenhagen;Total;87 years;Total;2015Q1;837
Copenhagen;Total;87 years;Total;2019Q1;756
Copenhagen;Total;87 years;Total;2022Q1;690
Copenhagen;Total;88 years;Total;2008Q1;1032
Copenhagen;Total;88 years;Total;2011Q1;943
Copenhagen;Total;88 years;Total;2015Q1;761
Copenhagen;Total;88 years;Total;2019Q1;639
Copenhagen;Total;88 years;Total;2022Q1;646
Copenhagen;Total;89 years;Total;2008Q1;955
Copenhagen;Total;89 years;Total;2011Q1;923
Copenhagen;Total;89 years;Total;2015Q1;670
Copenhagen;Total;89 years;Total;2019Q1;591
Copenhagen;Total;89 years;Total;2022Q1;575
Copenhagen;Total;90 years;Total;2008Q1;813
Copenhagen;Total;90 years;Total;2011Q1;787
Copenhagen;Total;90 years;Total;2015Q1;631
Copenhagen;Total;90 years;Total;2019Q1;523
Copenhagen;Total;90 years;Total;2022Q1;491
Copenhagen;Total;91 years;Total;2008Q1;694
Copenhagen;Total;91 years;Total;2011Q1;595
Copenhagen;Total;91 years;Total;2015Q1;566
Copenhagen;Total;91 years;Total;2019Q1;439
Copenhagen;Total;91 years;Total;2022Q1;378
Copenhagen;Total;92 years;Total;2008Q1;562
Copenhagen;Total;92 years;Total;2011Q1;546
Copenhagen;Total;92 years;Total;2015Q1;471
Copenhagen;Total;92 years;Total;2019Q1;373
Copenhagen;Total;92 years;Total;2022Q1;341
Copenhagen;Total;93 years;Total;2008Q1;502
Copenhagen;Total;93 years;Total;2011Q1;401
Copenhagen;Total;93 years;Total;2015Q1;428
Copenhagen;Total;93 years;Total;2019Q1;309
Copenhagen;Total;93 years;Total;2022Q1;294
Copenhagen;Total;94 years;Total;2008Q1;396
Copenhagen;Total;94 years;Total;2011Q1;329
Copenhagen;Total;94 years;Total;2015Q1;338
Copenhagen;Total;94 years;Total;2019Q1;237
Copenhagen;Total;94 years;Total;2022Q1;230
Copenhagen;Total;95 years;Total;2008Q1;314
Copenhagen;Total;95 years;Total;2011Q1;257
Copenhagen;Total;95 years;Total;2015Q1;227
Copenhagen;Total;95 years;Total;2019Q1;188
Copenhagen;Total;95 years;Total;2022Q1;181
Copenhagen;Total;96 years;Total;2008Q1;182
Copenhagen;Total;96 years;Total;2011Q1;201
Copenhagen;Total;96 years;Total;2015Q1;191
Copenhagen;Total;96 years;Total;2019Q1;133
Copenhagen;Total;96 years;Total;2022Q1;146
Copenhagen;Total;97 years;Total;2008Q1;154
Copenhagen;Total;97 years;Total;2011Q1;135
Copenhagen;Total;97 years;Total;2015Q1;127
Copenhagen;Total;97 years;Total;2019Q1;134
Copenhagen;Total;97 years;Total;2022Q1;111
Copenhagen;Total;98 years;Total;2008Q1;108
Copenhagen;Total;98 years;Total;2011Q1;126
Copenhagen;Total;98 years;Total;2015Q1;95
Copenhagen;Total;98 years;Total;2019Q1;93
Copenhagen;Total;98 years;Total;2022Q1;72
Copenhagen;Total;99 years;Total;2008Q1;56
Copenhagen;Total;99 years;Total;2011Q1;61
Copenhagen;Total;99 years;Total;2015Q1;58
Copenhagen;Total;99 years;Total;2019Q1;53
Copenhagen;Total;99 years;Total;2022Q1;49
Copenhagen;Total;100 years;Total;2008Q1;39
Copenhagen;Total;100 years;Total;2011Q1;36
Copenhagen;Total;100 years;Total;2015Q1;35
Copenhagen;Total;100 years;Total;2019Q1;36
Copenhagen;Total;100 years;Total;2022Q1;53
Copenhagen;Total;101 years;Total;2008Q1;26
Copenhagen;Total;101 years;Total;2011Q1;28
Copenhagen;Total;101 years;Total;2015Q1;17
Copenhagen;Total;101 years;Total;2019Q1;25
Copenhagen;Total;101 years;Total;2022Q1;29
Copenhagen;Total;102 years;Total;2008Q1;17
Copenhagen;Total;102 years;Total;2011Q1;15
Copenhagen;Total;102 years;Total;2015Q1;25
Copenhagen;Total;102 years;Total;2019Q1;9
Copenhagen;Total;102 years;Total;2022Q1;14
Copenhagen;Total;103 years;Total;2008Q1;8
Copenhagen;Total;103 years;Total;2011Q1;10
Copenhagen;Total;103 years;Total;2015Q1;10
Copenhagen;Total;103 years;Total;2019Q1;10
Copenhagen;Total;103 years;Total;2022Q1;8
Copenhagen;Total;104 years;Total;2008Q1;4
Copenhagen;Total;104 years;Total;2011Q1;5
Copenhagen;Total;104 years;Total;2015Q1;4
Copenhagen;Total;104 years;Total;2019Q1;5
Copenhagen;Total;104 years;Total;2022Q1;1
Copenhagen;Total;105 years;Total;2008Q1;1
Copenhagen;Total;105 years;Total;2011Q1;2
Copenhagen;Total;105 years;Total;2015Q1;1
Copenhagen;Total;105 years;Total;2019Q1;1
Copenhagen;Total;105 years;Total;2022Q1;3
Copenhagen;Total;106 years;Total;2008Q1;0
Copenhagen;Total;106 years;Total;2011Q1;0
Copenhagen;Total;106 years;Total;2015Q1;1
Copenhagen;Total;106 years;Total;2019Q1;4
Copenhagen;Total;106 years;Total;2022Q1;3
Copenhagen;Total;107 years;Total;2008Q1;0
Copenhagen;Total;107 years;Total;2011Q1;1
Copenhagen;Total;107 years;Total;2015Q1;0
Copenhagen;Total;107 years;Total;2019Q1;0
Copenhagen;Total;107 years;Total;2022Q1;0
Copenhagen;Total;108 years;Total;2008Q1;0
Copenhagen;Total;108 years;Total;2011Q1;0
Copenhagen;Total;108 years;Total;2015Q1;0
Copenhagen;Total;108 years;Total;2019Q1;0
Copenhagen;Total;108 years;Total;2022Q1;0
Copenhagen;Total;109 years;Total;2008Q1;0
Copenhagen;Total;109 years;Total;2011Q1;0
Copenhagen;Total;109 years;Total;2015Q1;0
Copenhagen;Total;109 years;Total;2019Q1;0
Copenhagen;Total;109 years;Total;2022Q1;0
Copenhagen;Total;110 years;Total;2008Q1;0
Copenhagen;Total;110 years;Total;2011Q1;0
Copenhagen;Total;110 years;Total;2015Q1;0
Copenhagen;Total;110 years;Total;2019Q1;0
Copenhagen;Total;110 years;Total;2022Q1;0
Copenhagen;Total;111 years;Total;2008Q1;0
Copenhagen;Total;111 years;Total;2011Q1;0
Copenhagen;Total;111 years;Total;2015Q1;0
Copenhagen;Total;111 years;Total;2019Q1;0
Copenhagen;Total;111 years;Total;2022Q1;0
Copenhagen;Total;112 years;Total;2008Q1;0
Copenhagen;Total;112 years;Total;2011Q1;0
Copenhagen;Total;112 years;Total;2015Q1;0
Copenhagen;Total;112 years;Total;2019Q1;0
Copenhagen;Total;112 years;Total;2022Q1;0
Copenhagen;Total;113 years;Total;2008Q1;0
Copenhagen;Total;113 years;Total;2011Q1;0
Copenhagen;Total;113 years;Total;2015Q1;0
Copenhagen;Total;113 years;Total;2019Q1;0
Copenhagen;Total;113 years;Total;2022Q1;0
Copenhagen;Total;114 years;Total;2008Q1;0
Copenhagen;Total;114 years;Total;2011Q1;0
Copenhagen;Total;114 years;Total;2015Q1;0
Copenhagen;Total;114 years;Total;2019Q1;0
Copenhagen;Total;114 years;Total;2022Q1;0
Copenhagen;Total;115 years;Total;2008Q1;0
Copenhagen;Total;115 years;Total;2011Q1;0
Copenhagen;Total;115 years;Total;2015Q1;0
Copenhagen;Total;115 years;Total;2019Q1;0
Copenhagen;Total;115 years;Total;2022Q1;0
Copenhagen;Total;116 years;Total;2008Q1;0
Copenhagen;Total;116 years;Total;2011Q1;0
Copenhagen;Total;116 years;Total;2015Q1;0
Copenhagen;Total;116 years;Total;2019Q1;0
Copenhagen;Total;116 years;Total;2022Q1;0
Copenhagen;Total;117 years;Total;2008Q1;0
Copenhagen;Total;117 years;Total;2011Q1;0
Copenhagen;Total;117 years;Total;2015Q1;0
Copenhagen;Total;117 years;Total;2019Q1;0
Copenhagen;Total;117 years;Total;2022Q1;0
Copenhagen;Total;118 years;Total;2008Q1;0
Copenhagen;Total;118 years;Total;2011Q1;0
Copenhagen;Total;118 years;Total;2015Q1;0
Copenhagen;Total;118 years;Total;2019Q1;0
Copenhagen;Total;118 years;Total;2022Q1;0
Copenhagen;Total;119 years;Total;2008Q1;0
Copenhagen;Total;119 years;Total;2011Q1;0
Copenhagen;Total;119 years;Total;2015Q1;0
Copenhagen;Total;119 years;Total;2019Q1;0
Copenhagen;Total;119 years;Total;2022Q1;0
Copenhagen;Total;120 years;Total;2008Q1;0
Copenhagen;Total;120 years;Total;2011Q1;0
Copenhagen;Total;120 years;Total;2015Q1;0
Copenhagen;Total;120 years;Total;2019Q1;0
Copenhagen;Total;120 years;Total;2022Q1;0
Copenhagen;Total;121 years;Total;2008Q1;0
Copenhagen;Total;121 years;Total;2011Q1;0
Copenhagen;Total;121 years;Total;2015Q1;0
Copenhagen;Total;121 years;Total;2019Q1;0
Copenhagen;Total;121 years;Total;2022Q1;0
Copenhagen;Total;122 years;Total;2008Q1;0
Copenhagen;Total;122 years;Total;2011Q1;0
Copenhagen;Total;122 years;Total;2015Q1;0
Copenhagen;Total;122 years;Total;2019Q1;0
Copenhagen;Total;122 years;Total;2022Q1;0
Copenhagen;Total;123 years;Total;2008Q1;0
Copenhagen;Total;123 years;Total;2011Q1;0
Copenhagen;Total;123 years;Total;2015Q1;0
Copenhagen;Total;123 years;Total;2019Q1;0
Copenhagen;Total;123 years;Total;2022Q1;0
Copenhagen;Total;124 years;Total;2008Q1;0
Copenhagen;Total;124 years;Total;2011Q1;0
Copenhagen;Total;124 years;Total;2015Q1;0
Copenhagen;Total;124 years;Total;2019Q1;0
Copenhagen;Total;124 years;Total;2022Q1;0
Copenhagen;Total;125 years;Total;2008Q1;0
Copenhagen;Total;125 years;Total;2011Q1;0
Copenhagen;Total;125 years;Total;2015Q1;0
Copenhagen;Total;125 years;Total;2019Q1;0
Copenhagen;Total;125 years;Total;2022Q1;0
Frederiksberg;Total;65 years;Total;2008Q1;1027
Frederiksberg;Total;65 years;Total;2011Q1;1191
Frederiksberg;Total;65 years;Total;2015Q1;1015
Frederiksberg;Total;65 years;Total;2019Q1;896
Frederiksberg;Total;65 years;Total;2022Q1;932
Frederiksberg;Total;66 years;Total;2008Q1;818
Frederiksberg;Total;66 years;Total;2011Q1;1145
Frederiksberg;Total;66 years;Total;2015Q1;1060
Frederiksberg;Total;66 years;Total;2019Q1;897
Frederiksberg;Total;66 years;Total;2022Q1;807
Frederiksberg;Total;67 years;Total;2008Q1;785
Frederiksberg;Total;67 years;Total;2011Q1;1088
Frederiksberg;Total;67 years;Total;2015Q1;1135
Frederiksberg;Total;67 years;Total;2019Q1;896
Frederiksberg;Total;67 years;Total;2022Q1;912
Frederiksberg;Total;68 years;Total;2008Q1;761
Frederiksberg;Total;68 years;Total;2011Q1;990
Frederiksberg;Total;68 years;Total;2015Q1;1162
Frederiksberg;Total;68 years;Total;2019Q1;855
Frederiksberg;Total;68 years;Total;2022Q1;864
Frederiksberg;Total;69 years;Total;2008Q1;735
Frederiksberg;Total;69 years;Total;2011Q1;786
Frederiksberg;Total;69 years;Total;2015Q1;1120
Frederiksberg;Total;69 years;Total;2019Q1;961
Frederiksberg;Total;69 years;Total;2022Q1;846
Frederiksberg;Total;70 years;Total;2008Q1;714
Frederiksberg;Total;70 years;Total;2011Q1;731
Frederiksberg;Total;70 years;Total;2015Q1;1069
Frederiksberg;Total;70 years;Total;2019Q1;1013
Frederiksberg;Total;70 years;Total;2022Q1;852
Frederiksberg;Total;71 years;Total;2008Q1;669
Frederiksberg;Total;71 years;Total;2011Q1;726
Frederiksberg;Total;71 years;Total;2015Q1;1027
Frederiksberg;Total;71 years;Total;2019Q1;1061
Frederiksberg;Total;71 years;Total;2022Q1;833
