OMRÅDE;YDELSESTYPE;KØN;ALDER;TID;INDHOLD
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;314
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;277
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;255
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;230
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;249
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;420
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;281
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;243
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;274
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;223
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;155
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;127
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;123
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;151
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;178
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;158
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;176
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;177
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;166
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;159
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;182
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;148
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;150
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;136
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;135
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;133
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;145
Frederiksberg;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;145
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;16
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;16
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;24
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;23
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;22
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;21
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;23
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;22
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;33
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;31
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;35
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;38
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;39
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;30
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;34
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;33
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;36
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;38
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;38
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;39
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;44
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;47
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;44
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;43
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;58
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;65
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;67
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;74
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;63
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;61
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;52
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;46
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;52
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;56
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;41
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;39
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;45
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;36
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;28
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;32
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;35
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;41
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;35
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;34
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;36
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;26
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;19
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;17
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;21
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;18
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;16
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;15
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;18
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;34
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;25
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;25
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;27
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;23
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;15
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;13
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;11
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;16
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;19
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;9
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;11
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;13
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;12
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;12
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;9
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;12
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;9
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;10
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;11
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;14
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;11
Dragør;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;13
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;214
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;176
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;146
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;138
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;143
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;164
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;162
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;197
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;252
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;241
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;220
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;226
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;262
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;223
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;207
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;210
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;256
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;234
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;244
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;249
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;278
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;303
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;256
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;268
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;312
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;339
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;359
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;421
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;377
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;359
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;327
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;309
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;335
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;308
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;252
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;237
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;241
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;196
Tårnby;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;148
