OMRÅDE;KØN;ALDER;TID;INDHOLD
Brønderslev;Total;Age, total;2024M02;36617
Brønderslev;Total;Age, total;2024M03;36632
Brønderslev;Total;Age, total;2024M04;36595
Brønderslev;Total;Age, total;2024M05;36603
Brønderslev;Total;Age, total;2024M06;36603
Brønderslev;Total;Age, total;2024M07;36602
Brønderslev;Total;Age, total;2024M08;36638
Brønderslev;Total;Age, total;2024M09;36659
Brønderslev;Total;Age, total;2024M10;36596
Brønderslev;Total;Age, total;2024M11;36613
Brønderslev;Total;Age, total;2024M12;36702
Brønderslev;Total;Age, total;2025M01;36706
Brønderslev;Total;Age, total;2025M02;36678
Brønderslev;Total;Age, total;2025M03;36624
Brønderslev;Total;Age, total;2025M04;36572
Brønderslev;Total;Age, total;2025M05;36557
Brønderslev;Total;Age, total;2025M06;36557
Brønderslev;Total;Age, total;2025M07;36564
Brønderslev;Total;Age, total;2025M08;36541
Brønderslev;Total;Age, total;2025M09;36552
Brønderslev;Total;Age, total;2025M10;36572
Brønderslev;Total;Age, total;2025M11;36546
Brønderslev;Total;Age, total;2025M12;36543
Brønderslev;Total;Age, total;2026M01;36529
Brønderslev;Total;Age, total;2026M02;36578
Frederikshavn;Total;Age, total;2021M10;58883
Frederikshavn;Total;Age, total;2021M11;58873
Frederikshavn;Total;Age, total;2021M12;58893
Frederikshavn;Total;Age, total;2022M01;58878
Frederikshavn;Total;Age, total;2022M02;58860
Frederikshavn;Total;Age, total;2022M03;58810
Frederikshavn;Total;Age, total;2022M04;58841
Frederikshavn;Total;Age, total;2022M05;58879
Frederikshavn;Total;Age, total;2022M06;59007
Frederikshavn;Total;Age, total;2022M07;59068
Frederikshavn;Total;Age, total;2022M08;59075
Frederikshavn;Total;Age, total;2022M09;59014
Frederikshavn;Total;Age, total;2022M10;58958
Frederikshavn;Total;Age, total;2022M11;58972
Frederikshavn;Total;Age, total;2022M12;58915
Frederikshavn;Total;Age, total;2023M01;58864
Frederikshavn;Total;Age, total;2023M02;58799
Frederikshavn;Total;Age, total;2023M03;58789
Frederikshavn;Total;Age, total;2023M04;58810
Frederikshavn;Total;Age, total;2023M05;58813
Frederikshavn;Total;Age, total;2023M06;58783
Frederikshavn;Total;Age, total;2023M07;58746
Frederikshavn;Total;Age, total;2023M08;58647
Frederikshavn;Total;Age, total;2023M09;58541
Frederikshavn;Total;Age, total;2023M10;58459
Frederikshavn;Total;Age, total;2023M11;58462
Frederikshavn;Total;Age, total;2023M12;58426
Frederikshavn;Total;Age, total;2024M01;58376
Frederikshavn;Total;Age, total;2024M02;58375
Frederikshavn;Total;Age, total;2024M03;58350
Frederikshavn;Total;Age, total;2024M04;58330
Frederikshavn;Total;Age, total;2024M05;58316
Frederikshavn;Total;Age, total;2024M06;58287
Frederikshavn;Total;Age, total;2024M07;58312
Frederikshavn;Total;Age, total;2024M08;58274
Frederikshavn;Total;Age, total;2024M09;58122
Frederikshavn;Total;Age, total;2024M10;58053
Frederikshavn;Total;Age, total;2024M11;57948
Frederikshavn;Total;Age, total;2024M12;57930
Frederikshavn;Total;Age, total;2025M01;57882
Frederikshavn;Total;Age, total;2025M02;57856
Frederikshavn;Total;Age, total;2025M03;57804
Frederikshavn;Total;Age, total;2025M04;57756
Frederikshavn;Total;Age, total;2025M05;57692
Frederikshavn;Total;Age, total;2025M06;57647
Frederikshavn;Total;Age, total;2025M07;57653
Frederikshavn;Total;Age, total;2025M08;57644
Frederikshavn;Total;Age, total;2025M09;57595
Frederikshavn;Total;Age, total;2025M10;57566
Frederikshavn;Total;Age, total;2025M11;57549
Frederikshavn;Total;Age, total;2025M12;57564
Frederikshavn;Total;Age, total;2026M01;57523
Frederikshavn;Total;Age, total;2026M02;57467
Hjørring;Total;Age, total;2021M10;63861
Hjørring;Total;Age, total;2021M11;63907
Hjørring;Total;Age, total;2021M12;63881
Hjørring;Total;Age, total;2022M01;63839
Hjørring;Total;Age, total;2022M02;63810
Hjørring;Total;Age, total;2022M03;63811
Hjørring;Total;Age, total;2022M04;63757
Hjørring;Total;Age, total;2022M05;63832
Hjørring;Total;Age, total;2022M06;63952
Hjørring;Total;Age, total;2022M07;64032
Hjørring;Total;Age, total;2022M08;64076
Hjørring;Total;Age, total;2022M09;64040
Hjørring;Total;Age, total;2022M10;64035
Hjørring;Total;Age, total;2022M11;64056
Hjørring;Total;Age, total;2022M12;64023
Hjørring;Total;Age, total;2023M01;63998
Hjørring;Total;Age, total;2023M02;63943
Hjørring;Total;Age, total;2023M03;63957
Hjørring;Total;Age, total;2023M04;63962
Hjørring;Total;Age, total;2023M05;63946
Hjørring;Total;Age, total;2023M06;63924
Hjørring;Total;Age, total;2023M07;63915
Hjørring;Total;Age, total;2023M08;63915
Hjørring;Total;Age, total;2023M09;63839
Hjørring;Total;Age, total;2023M10;63805
Hjørring;Total;Age, total;2023M11;63769
Hjørring;Total;Age, total;2023M12;63720
Hjørring;Total;Age, total;2024M01;63544
Hjørring;Total;Age, total;2024M02;63546
Hjørring;Total;Age, total;2024M03;63567
Hjørring;Total;Age, total;2024M04;63570
Hjørring;Total;Age, total;2024M05;63571
Hjørring;Total;Age, total;2024M06;63556
Hjørring;Total;Age, total;2024M07;63570
Hjørring;Total;Age, total;2024M08;63536
Hjørring;Total;Age, total;2024M09;63498
Hjørring;Total;Age, total;2024M10;63471
Hjørring;Total;Age, total;2024M11;63459
Hjørring;Total;Age, total;2024M12;63380
Hjørring;Total;Age, total;2025M01;63311
Hjørring;Total;Age, total;2025M02;63298
Hjørring;Total;Age, total;2025M03;63330
Hjørring;Total;Age, total;2025M04;63333
Hjørring;Total;Age, total;2025M05;63354
Hjørring;Total;Age, total;2025M06;63354
Hjørring;Total;Age, total;2025M07;63325
Hjørring;Total;Age, total;2025M08;63287
Hjørring;Total;Age, total;2025M09;63190
Hjørring;Total;Age, total;2025M10;63146
Hjørring;Total;Age, total;2025M11;63114
Hjørring;Total;Age, total;2025M12;63085
Hjørring;Total;Age, total;2026M01;62979
Hjørring;Total;Age, total;2026M02;62967
Jammerbugt;Total;Age, total;2021M10;38172
Jammerbugt;Total;Age, total;2021M11;38183
Jammerbugt;Total;Age, total;2021M12;38213
Jammerbugt;Total;Age, total;2022M01;38187
Jammerbugt;Total;Age, total;2022M02;38192
Jammerbugt;Total;Age, total;2022M03;38163
Jammerbugt;Total;Age, total;2022M04;38162
Jammerbugt;Total;Age, total;2022M05;38221
Jammerbugt;Total;Age, total;2022M06;38364
Jammerbugt;Total;Age, total;2022M07;38423
Jammerbugt;Total;Age, total;2022M08;38455
Jammerbugt;Total;Age, total;2022M09;38415
Jammerbugt;Total;Age, total;2022M10;38396
Jammerbugt;Total;Age, total;2022M11;38408
Jammerbugt;Total;Age, total;2022M12;38363
Jammerbugt;Total;Age, total;2023M01;38364
Jammerbugt;Total;Age, total;2023M02;38311
Jammerbugt;Total;Age, total;2023M03;38334
Jammerbugt;Total;Age, total;2023M04;38355
Jammerbugt;Total;Age, total;2023M05;38342
Jammerbugt;Total;Age, total;2023M06;38320
Jammerbugt;Total;Age, total;2023M07;38330
Jammerbugt;Total;Age, total;2023M08;38316
Jammerbugt;Total;Age, total;2023M09;38293
Jammerbugt;Total;Age, total;2023M10;38324
Jammerbugt;Total;Age, total;2023M11;38301
Jammerbugt;Total;Age, total;2023M12;38272
Jammerbugt;Total;Age, total;2024M01;38234
Jammerbugt;Total;Age, total;2024M02;38226
Jammerbugt;Total;Age, total;2024M03;38209
Jammerbugt;Total;Age, total;2024M04;38159
Jammerbugt;Total;Age, total;2024M05;38165
Jammerbugt;Total;Age, total;2024M06;38170
Jammerbugt;Total;Age, total;2024M07;38170
Jammerbugt;Total;Age, total;2024M08;38137
Jammerbugt;Total;Age, total;2024M09;38067
Jammerbugt;Total;Age, total;2024M10;38077
Jammerbugt;Total;Age, total;2024M11;38049
Jammerbugt;Total;Age, total;2024M12;38004
Jammerbugt;Total;Age, total;2025M01;37954
Jammerbugt;Total;Age, total;2025M02;37943
Jammerbugt;Total;Age, total;2025M03;37961
Jammerbugt;Total;Age, total;2025M04;37969
Jammerbugt;Total;Age, total;2025M05;37993
Jammerbugt;Total;Age, total;2025M06;37987
Jammerbugt;Total;Age, total;2025M07;37990
Jammerbugt;Total;Age, total;2025M08;38035
Jammerbugt;Total;Age, total;2025M09;37991
Jammerbugt;Total;Age, total;2025M10;37944
Jammerbugt;Total;Age, total;2025M11;37919
Jammerbugt;Total;Age, total;2025M12;37980
Jammerbugt;Total;Age, total;2026M01;37998
Jammerbugt;Total;Age, total;2026M02;37964
Læsø;Total;Age, total;2021M10;1795
Læsø;Total;Age, total;2021M11;1778
Læsø;Total;Age, total;2021M12;1777
Læsø;Total;Age, total;2022M01;1769
Læsø;Total;Age, total;2022M02;1777
Læsø;Total;Age, total;2022M03;1781
Læsø;Total;Age, total;2022M04;1784
Læsø;Total;Age, total;2022M05;1786
Læsø;Total;Age, total;2022M06;1792
Læsø;Total;Age, total;2022M07;1790
Læsø;Total;Age, total;2022M08;1781
Læsø;Total;Age, total;2022M09;1781
Læsø;Total;Age, total;2022M10;1786
Læsø;Total;Age, total;2022M11;1798
Læsø;Total;Age, total;2022M12;1791
Læsø;Total;Age, total;2023M01;1789
Læsø;Total;Age, total;2023M02;1792
Læsø;Total;Age, total;2023M03;1795
Læsø;Total;Age, total;2023M04;1789
Læsø;Total;Age, total;2023M05;1797
Læsø;Total;Age, total;2023M06;1792
Læsø;Total;Age, total;2023M07;1779
Læsø;Total;Age, total;2023M08;1771
Læsø;Total;Age, total;2023M09;1762
Læsø;Total;Age, total;2023M10;1765
Læsø;Total;Age, total;2023M11;1762
Læsø;Total;Age, total;2023M12;1771
Læsø;Total;Age, total;2024M01;1759
Læsø;Total;Age, total;2024M02;1758
Læsø;Total;Age, total;2024M03;1755
Læsø;Total;Age, total;2024M04;1751
Læsø;Total;Age, total;2024M05;1753
Læsø;Total;Age, total;2024M06;1750
Læsø;Total;Age, total;2024M07;1751
Læsø;Total;Age, total;2024M08;1744
Læsø;Total;Age, total;2024M09;1739
Læsø;Total;Age, total;2024M10;1733
Læsø;Total;Age, total;2024M11;1730
Læsø;Total;Age, total;2024M12;1721
Læsø;Total;Age, total;2025M01;1719
Læsø;Total;Age, total;2025M02;1715
Læsø;Total;Age, total;2025M03;1716
Læsø;Total;Age, total;2025M04;1705
Læsø;Total;Age, total;2025M05;1703
Læsø;Total;Age, total;2025M06;1699
Læsø;Total;Age, total;2025M07;1704
Læsø;Total;Age, total;2025M08;1702
Læsø;Total;Age, total;2025M09;1696
Læsø;Total;Age, total;2025M10;1694
Læsø;Total;Age, total;2025M11;1689
Læsø;Total;Age, total;2025M12;1689
Læsø;Total;Age, total;2026M01;1683
Læsø;Total;Age, total;2026M02;1678
Mariagerfjord;Total;Age, total;2021M10;41562
Mariagerfjord;Total;Age, total;2021M11;41634
Mariagerfjord;Total;Age, total;2021M12;41696
Mariagerfjord;Total;Age, total;2022M01;41662
Mariagerfjord;Total;Age, total;2022M02;41651
Mariagerfjord;Total;Age, total;2022M03;41658
Mariagerfjord;Total;Age, total;2022M04;41653
Mariagerfjord;Total;Age, total;2022M05;41717
Mariagerfjord;Total;Age, total;2022M06;41875
Mariagerfjord;Total;Age, total;2022M07;41880
Mariagerfjord;Total;Age, total;2022M08;41941
Mariagerfjord;Total;Age, total;2022M09;41930
Mariagerfjord;Total;Age, total;2022M10;41908
Mariagerfjord;Total;Age, total;2022M11;41901
Mariagerfjord;Total;Age, total;2022M12;41890
Mariagerfjord;Total;Age, total;2023M01;41859
Mariagerfjord;Total;Age, total;2023M02;41871
Mariagerfjord;Total;Age, total;2023M03;41862
Mariagerfjord;Total;Age, total;2023M04;41900
Mariagerfjord;Total;Age, total;2023M05;41880
Mariagerfjord;Total;Age, total;2023M06;41860
Mariagerfjord;Total;Age, total;2023M07;41877
Mariagerfjord;Total;Age, total;2023M08;41800
Mariagerfjord;Total;Age, total;2023M09;41798
Mariagerfjord;Total;Age, total;2023M10;41776
Mariagerfjord;Total;Age, total;2023M11;41811
Mariagerfjord;Total;Age, total;2023M12;41774
Mariagerfjord;Total;Age, total;2024M01;41762
Mariagerfjord;Total;Age, total;2024M02;41743
Mariagerfjord;Total;Age, total;2024M03;41753
Mariagerfjord;Total;Age, total;2024M04;41763
Mariagerfjord;Total;Age, total;2024M05;41788
Mariagerfjord;Total;Age, total;2024M06;41834
Mariagerfjord;Total;Age, total;2024M07;41844
Mariagerfjord;Total;Age, total;2024M08;41783
Mariagerfjord;Total;Age, total;2024M09;41722
Mariagerfjord;Total;Age, total;2024M10;41673
Mariagerfjord;Total;Age, total;2024M11;41679
Mariagerfjord;Total;Age, total;2024M12;41642
Mariagerfjord;Total;Age, total;2025M01;41606
Mariagerfjord;Total;Age, total;2025M02;41662
Mariagerfjord;Total;Age, total;2025M03;41690
Mariagerfjord;Total;Age, total;2025M04;41709
Mariagerfjord;Total;Age, total;2025M05;41667
Mariagerfjord;Total;Age, total;2025M06;41718
Mariagerfjord;Total;Age, total;2025M07;41689
Mariagerfjord;Total;Age, total;2025M08;41700
Mariagerfjord;Total;Age, total;2025M09;41604
Mariagerfjord;Total;Age, total;2025M10;41590
Mariagerfjord;Total;Age, total;2025M11;41554
Mariagerfjord;Total;Age, total;2025M12;41582
Mariagerfjord;Total;Age, total;2026M01;41541
Mariagerfjord;Total;Age, total;2026M02;41554
Morsø;Total;Age, total;2021M10;20055
Morsø;Total;Age, total;2021M11;20083
Morsø;Total;Age, total;2021M12;20052
Morsø;Total;Age, total;2022M01;20068
Morsø;Total;Age, total;2022M02;20059
Morsø;Total;Age, total;2022M03;20064
Morsø;Total;Age, total;2022M04;20049
Morsø;Total;Age, total;2022M05;20100
Morsø;Total;Age, total;2022M06;20121
Morsø;Total;Age, total;2022M07;20119
Morsø;Total;Age, total;2022M08;20036
Morsø;Total;Age, total;2022M09;20027
Morsø;Total;Age, total;2022M10;20022
Morsø;Total;Age, total;2022M11;19962
Morsø;Total;Age, total;2022M12;19948
Morsø;Total;Age, total;2023M01;19927
Morsø;Total;Age, total;2023M02;19917
Morsø;Total;Age, total;2023M03;19925
Morsø;Total;Age, total;2023M04;19912
Morsø;Total;Age, total;2023M05;19921
Morsø;Total;Age, total;2023M06;19872
Morsø;Total;Age, total;2023M07;19837
Morsø;Total;Age, total;2023M08;19800
Morsø;Total;Age, total;2023M09;19847
Morsø;Total;Age, total;2023M10;19840
Morsø;Total;Age, total;2023M11;19808
Morsø;Total;Age, total;2023M12;19770
Morsø;Total;Age, total;2024M01;19734
Morsø;Total;Age, total;2024M02;19704
Morsø;Total;Age, total;2024M03;19666
Morsø;Total;Age, total;2024M04;19649
Morsø;Total;Age, total;2024M05;19657
Morsø;Total;Age, total;2024M06;19651
Morsø;Total;Age, total;2024M07;19611
Morsø;Total;Age, total;2024M08;19589
Morsø;Total;Age, total;2024M09;19589
Morsø;Total;Age, total;2024M10;19582
Morsø;Total;Age, total;2024M11;19561
Morsø;Total;Age, total;2024M12;19551
Morsø;Total;Age, total;2025M01;19520
Morsø;Total;Age, total;2025M02;19514
Morsø;Total;Age, total;2025M03;19500
Morsø;Total;Age, total;2025M04;19472
Morsø;Total;Age, total;2025M05;19444
Morsø;Total;Age, total;2025M06;19455
Morsø;Total;Age, total;2025M07;19398
Morsø;Total;Age, total;2025M08;19343
Morsø;Total;Age, total;2025M09;19358
Morsø;Total;Age, total;2025M10;19328
Morsø;Total;Age, total;2025M11;19333
Morsø;Total;Age, total;2025M12;19348
Morsø;Total;Age, total;2026M01;19344
Morsø;Total;Age, total;2026M02;19345
Rebild;Total;Age, total;2021M10;30638
Rebild;Total;Age, total;2021M11;30623
Rebild;Total;Age, total;2021M12;30652
Rebild;Total;Age, total;2022M01;30646
Rebild;Total;Age, total;2022M02;30658
Rebild;Total;Age, total;2022M03;30678
Rebild;Total;Age, total;2022M04;30725
Rebild;Total;Age, total;2022M05;30805
Rebild;Total;Age, total;2022M06;30917
Rebild;Total;Age, total;2022M07;30948
Rebild;Total;Age, total;2022M08;30900
Rebild;Total;Age, total;2022M09;30917
Rebild;Total;Age, total;2022M10;30908
Rebild;Total;Age, total;2022M11;30894
Rebild;Total;Age, total;2022M12;30900
Rebild;Total;Age, total;2023M01;30908
Rebild;Total;Age, total;2023M02;30901
Rebild;Total;Age, total;2023M03;30899
Rebild;Total;Age, total;2023M04;30864
Rebild;Total;Age, total;2023M05;30857
Rebild;Total;Age, total;2023M06;30881
Rebild;Total;Age, total;2023M07;30934
Rebild;Total;Age, total;2023M08;30975
Rebild;Total;Age, total;2023M09;30911
Rebild;Total;Age, total;2023M10;30894
Rebild;Total;Age, total;2023M11;30892
Rebild;Total;Age, total;2023M12;30908
Rebild;Total;Age, total;2024M01;30937
Rebild;Total;Age, total;2024M02;30911
Rebild;Total;Age, total;2024M03;30889
Rebild;Total;Age, total;2024M04;30939
Rebild;Total;Age, total;2024M05;30963
Rebild;Total;Age, total;2024M06;30977
Rebild;Total;Age, total;2024M07;30962
Rebild;Total;Age, total;2024M08;30995
Rebild;Total;Age, total;2024M09;30959
Rebild;Total;Age, total;2024M10;30933
Rebild;Total;Age, total;2024M11;30936
Rebild;Total;Age, total;2024M12;30946
Rebild;Total;Age, total;2025M01;30942
Rebild;Total;Age, total;2025M02;30964
Rebild;Total;Age, total;2025M03;30991
Rebild;Total;Age, total;2025M04;31035
Rebild;Total;Age, total;2025M05;31078
Rebild;Total;Age, total;2025M06;31113
Rebild;Total;Age, total;2025M07;31160
Rebild;Total;Age, total;2025M08;31183
Rebild;Total;Age, total;2025M09;31145
Rebild;Total;Age, total;2025M10;31160
Rebild;Total;Age, total;2025M11;31196
Rebild;Total;Age, total;2025M12;31227
Rebild;Total;Age, total;2026M01;31280
Rebild;Total;Age, total;2026M02;31270
Thisted;Total;Age, total;2021M10;43115
Thisted;Total;Age, total;2021M11;43125
Thisted;Total;Age, total;2021M12;43106
Thisted;Total;Age, total;2022M01;43089
Thisted;Total;Age, total;2022M02;43097
Thisted;Total;Age, total;2022M03;43079
Thisted;Total;Age, total;2022M04;43081
Thisted;Total;Age, total;2022M05;43230
Thisted;Total;Age, total;2022M06;43342
Thisted;Total;Age, total;2022M07;43415
Thisted;Total;Age, total;2022M08;43480
Thisted;Total;Age, total;2022M09;43396
Thisted;Total;Age, total;2022M10;43365
Thisted;Total;Age, total;2022M11;43369
Thisted;Total;Age, total;2022M12;43394
Thisted;Total;Age, total;2023M01;43383
Thisted;Total;Age, total;2023M02;43359
Thisted;Total;Age, total;2023M03;43351
Thisted;Total;Age, total;2023M04;43341
Thisted;Total;Age, total;2023M05;43283
Thisted;Total;Age, total;2023M06;43325
Thisted;Total;Age, total;2023M07;43328
Thisted;Total;Age, total;2023M08;43280
Thisted;Total;Age, total;2023M09;43245
Thisted;Total;Age, total;2023M10;43168
Thisted;Total;Age, total;2023M11;43131
Thisted;Total;Age, total;2023M12;43082
Thisted;Total;Age, total;2024M01;42989
Thisted;Total;Age, total;2024M02;42944
Thisted;Total;Age, total;2024M03;42939
Thisted;Total;Age, total;2024M04;42949
Thisted;Total;Age, total;2024M05;42945
Thisted;Total;Age, total;2024M06;42941
Thisted;Total;Age, total;2024M07;42910
Thisted;Total;Age, total;2024M08;42848
Thisted;Total;Age, total;2024M09;42790
Thisted;Total;Age, total;2024M10;42784
Thisted;Total;Age, total;2024M11;42734
Thisted;Total;Age, total;2024M12;42706
Thisted;Total;Age, total;2025M01;42698
Thisted;Total;Age, total;2025M02;42682
Thisted;Total;Age, total;2025M03;42697
Thisted;Total;Age, total;2025M04;42692
Thisted;Total;Age, total;2025M05;42681
Thisted;Total;Age, total;2025M06;42664
Thisted;Total;Age, total;2025M07;42659
Thisted;Total;Age, total;2025M08;42640
Thisted;Total;Age, total;2025M09;42577
Thisted;Total;Age, total;2025M10;42547
Thisted;Total;Age, total;2025M11;42567
Thisted;Total;Age, total;2025M12;42563
Thisted;Total;Age, total;2026M01;42572
Thisted;Total;Age, total;2026M02;42590
Vesthimmerlands;Total;Age, total;2021M10;36342
