OMRÅDE;OVERTRÆD;TID;INDHOLD
Region Sjælland;Nature of the offence, total;2023Q4;11176
Region Sjælland;Nature of the offence, total;2024Q1;11050
Region Sjælland;Nature of the offence, total;2024Q2;12365
Region Sjælland;Nature of the offence, total;2024Q3;12339
Region Sjælland;Nature of the offence, total;2024Q4;12327
Region Sjælland;Nature of the offence, total;2025Q1;12339
Region Sjælland;Nature of the offence, total;2025Q2;11516
Region Sjælland;Nature of the offence, total;2025Q3;12752
Region Sjælland;Nature of the offence, total;2025Q4;12506
Greve;Nature of the offence, total;2007Q1;1022
Greve;Nature of the offence, total;2007Q2;837
Greve;Nature of the offence, total;2007Q3;983
Greve;Nature of the offence, total;2007Q4;1112
Greve;Nature of the offence, total;2008Q1;1203
Greve;Nature of the offence, total;2008Q2;1260
Greve;Nature of the offence, total;2008Q3;1376
Greve;Nature of the offence, total;2008Q4;1542
Greve;Nature of the offence, total;2009Q1;1342
Greve;Nature of the offence, total;2009Q2;1515
Greve;Nature of the offence, total;2009Q3;1411
Greve;Nature of the offence, total;2009Q4;1457
Greve;Nature of the offence, total;2010Q1;1251
Greve;Nature of the offence, total;2010Q2;1238
Greve;Nature of the offence, total;2010Q3;1322
Greve;Nature of the offence, total;2010Q4;1395
Greve;Nature of the offence, total;2011Q1;1216
Greve;Nature of the offence, total;2011Q2;1057
Greve;Nature of the offence, total;2011Q3;1184
Greve;Nature of the offence, total;2011Q4;1257
Greve;Nature of the offence, total;2012Q1;1172
Greve;Nature of the offence, total;2012Q2;991
Greve;Nature of the offence, total;2012Q3;1350
Greve;Nature of the offence, total;2012Q4;1029
Greve;Nature of the offence, total;2013Q1;948
Greve;Nature of the offence, total;2013Q2;1072
Greve;Nature of the offence, total;2013Q3;1207
Greve;Nature of the offence, total;2013Q4;1345
Greve;Nature of the offence, total;2014Q1;1150
Greve;Nature of the offence, total;2014Q2;1060
Greve;Nature of the offence, total;2014Q3;1082
Greve;Nature of the offence, total;2014Q4;999
Greve;Nature of the offence, total;2015Q1;888
Greve;Nature of the offence, total;2015Q2;891
Greve;Nature of the offence, total;2015Q3;955
Greve;Nature of the offence, total;2015Q4;1008
Greve;Nature of the offence, total;2016Q1;1083
Greve;Nature of the offence, total;2016Q2;977
Greve;Nature of the offence, total;2016Q3;960
Greve;Nature of the offence, total;2016Q4;873
Greve;Nature of the offence, total;2017Q1;875
Greve;Nature of the offence, total;2017Q2;1002
Greve;Nature of the offence, total;2017Q3;882
Greve;Nature of the offence, total;2017Q4;815
Greve;Nature of the offence, total;2018Q1;831
Greve;Nature of the offence, total;2018Q2;867
Greve;Nature of the offence, total;2018Q3;808
Greve;Nature of the offence, total;2018Q4;900
Greve;Nature of the offence, total;2019Q1;794
Greve;Nature of the offence, total;2019Q2;738
Greve;Nature of the offence, total;2019Q3;854
Greve;Nature of the offence, total;2019Q4;927
Greve;Nature of the offence, total;2020Q1;825
Greve;Nature of the offence, total;2020Q2;771
Greve;Nature of the offence, total;2020Q3;770
Greve;Nature of the offence, total;2020Q4;650
Greve;Nature of the offence, total;2021Q1;632
Greve;Nature of the offence, total;2021Q2;614
Greve;Nature of the offence, total;2021Q3;653
Greve;Nature of the offence, total;2021Q4;738
Greve;Nature of the offence, total;2022Q1;808
Greve;Nature of the offence, total;2022Q2;932
Greve;Nature of the offence, total;2022Q3;683
Greve;Nature of the offence, total;2022Q4;762
Greve;Nature of the offence, total;2023Q1;726
Greve;Nature of the offence, total;2023Q2;705
Greve;Nature of the offence, total;2023Q3;694
Greve;Nature of the offence, total;2023Q4;710
Greve;Nature of the offence, total;2024Q1;611
Greve;Nature of the offence, total;2024Q2;704
Greve;Nature of the offence, total;2024Q3;763
Greve;Nature of the offence, total;2024Q4;685
Greve;Nature of the offence, total;2025Q1;655
Greve;Nature of the offence, total;2025Q2;721
Greve;Nature of the offence, total;2025Q3;888
Greve;Nature of the offence, total;2025Q4;1068
Køge;Nature of the offence, total;2007Q1;1192
Køge;Nature of the offence, total;2007Q2;1099
Køge;Nature of the offence, total;2007Q3;1115
Køge;Nature of the offence, total;2007Q4;1282
Køge;Nature of the offence, total;2008Q1;1316
Køge;Nature of the offence, total;2008Q2;1348
Køge;Nature of the offence, total;2008Q3;1552
Køge;Nature of the offence, total;2008Q4;1628
Køge;Nature of the offence, total;2009Q1;1696
Køge;Nature of the offence, total;2009Q2;1450
Køge;Nature of the offence, total;2009Q3;1725
Køge;Nature of the offence, total;2009Q4;1626
Køge;Nature of the offence, total;2010Q1;1435
Køge;Nature of the offence, total;2010Q2;1443
Køge;Nature of the offence, total;2010Q3;1478
Køge;Nature of the offence, total;2010Q4;1625
Køge;Nature of the offence, total;2011Q1;1415
Køge;Nature of the offence, total;2011Q2;1320
Køge;Nature of the offence, total;2011Q3;1417
Køge;Nature of the offence, total;2011Q4;1669
Køge;Nature of the offence, total;2012Q1;1344
Køge;Nature of the offence, total;2012Q2;1302
Køge;Nature of the offence, total;2012Q3;1508
Køge;Nature of the offence, total;2012Q4;1179
Køge;Nature of the offence, total;2013Q1;1123
Køge;Nature of the offence, total;2013Q2;1277
Køge;Nature of the offence, total;2013Q3;1500
Køge;Nature of the offence, total;2013Q4;1570
Køge;Nature of the offence, total;2014Q1;1243
Køge;Nature of the offence, total;2014Q2;1283
Køge;Nature of the offence, total;2014Q3;1336
Køge;Nature of the offence, total;2014Q4;1235
Køge;Nature of the offence, total;2015Q1;1059
Køge;Nature of the offence, total;2015Q2;1103
Køge;Nature of the offence, total;2015Q3;1045
Køge;Nature of the offence, total;2015Q4;1115
Køge;Nature of the offence, total;2016Q1;1061
Køge;Nature of the offence, total;2016Q2;1217
Køge;Nature of the offence, total;2016Q3;1085
Køge;Nature of the offence, total;2016Q4;1252
Køge;Nature of the offence, total;2017Q1;1024
Køge;Nature of the offence, total;2017Q2;1131
Køge;Nature of the offence, total;2017Q3;1146
Køge;Nature of the offence, total;2017Q4;1162
Køge;Nature of the offence, total;2018Q1;1032
Køge;Nature of the offence, total;2018Q2;975
Køge;Nature of the offence, total;2018Q3;816
Køge;Nature of the offence, total;2018Q4;913
Køge;Nature of the offence, total;2019Q1;934
Køge;Nature of the offence, total;2019Q2;889
Køge;Nature of the offence, total;2019Q3;865
Køge;Nature of the offence, total;2019Q4;1011
Køge;Nature of the offence, total;2020Q1;989
Køge;Nature of the offence, total;2020Q2;836
Køge;Nature of the offence, total;2020Q3;830
Køge;Nature of the offence, total;2020Q4;907
Køge;Nature of the offence, total;2021Q1;783
Køge;Nature of the offence, total;2021Q2;752
Køge;Nature of the offence, total;2021Q3;780
Køge;Nature of the offence, total;2021Q4;938
Køge;Nature of the offence, total;2022Q1;881
Køge;Nature of the offence, total;2022Q2;859
Køge;Nature of the offence, total;2022Q3;839
Køge;Nature of the offence, total;2022Q4;831
Køge;Nature of the offence, total;2023Q1;1292
Køge;Nature of the offence, total;2023Q2;896
Køge;Nature of the offence, total;2023Q3;950
Køge;Nature of the offence, total;2023Q4;816
Køge;Nature of the offence, total;2024Q1;843
Køge;Nature of the offence, total;2024Q2;941
Køge;Nature of the offence, total;2024Q3;842
Køge;Nature of the offence, total;2024Q4;955
Køge;Nature of the offence, total;2025Q1;983
Køge;Nature of the offence, total;2025Q2;999
Køge;Nature of the offence, total;2025Q3;879
Køge;Nature of the offence, total;2025Q4;920
Lejre;Nature of the offence, total;2007Q1;269
Lejre;Nature of the offence, total;2007Q2;352
Lejre;Nature of the offence, total;2007Q3;294
Lejre;Nature of the offence, total;2007Q4;348
Lejre;Nature of the offence, total;2008Q1;357
Lejre;Nature of the offence, total;2008Q2;377
Lejre;Nature of the offence, total;2008Q3;415
Lejre;Nature of the offence, total;2008Q4;465
Lejre;Nature of the offence, total;2009Q1;430
Lejre;Nature of the offence, total;2009Q2;347
Lejre;Nature of the offence, total;2009Q3;417
Lejre;Nature of the offence, total;2009Q4;424
Lejre;Nature of the offence, total;2010Q1;287
Lejre;Nature of the offence, total;2010Q2;383
Lejre;Nature of the offence, total;2010Q3;463
Lejre;Nature of the offence, total;2010Q4;426
Lejre;Nature of the offence, total;2011Q1;309
Lejre;Nature of the offence, total;2011Q2;362
Lejre;Nature of the offence, total;2011Q3;325
Lejre;Nature of the offence, total;2011Q4;379
Lejre;Nature of the offence, total;2012Q1;371
Lejre;Nature of the offence, total;2012Q2;305
Lejre;Nature of the offence, total;2012Q3;344
Lejre;Nature of the offence, total;2012Q4;318
Lejre;Nature of the offence, total;2013Q1;304
Lejre;Nature of the offence, total;2013Q2;302
Lejre;Nature of the offence, total;2013Q3;301
Lejre;Nature of the offence, total;2013Q4;441
Lejre;Nature of the offence, total;2014Q1;329
Lejre;Nature of the offence, total;2014Q2;335
Lejre;Nature of the offence, total;2014Q3;332
Lejre;Nature of the offence, total;2014Q4;274
Lejre;Nature of the offence, total;2015Q1;275
Lejre;Nature of the offence, total;2015Q2;274
Lejre;Nature of the offence, total;2015Q3;263
Lejre;Nature of the offence, total;2015Q4;296
Lejre;Nature of the offence, total;2016Q1;262
Lejre;Nature of the offence, total;2016Q2;333
Lejre;Nature of the offence, total;2016Q3;311
Lejre;Nature of the offence, total;2016Q4;286
Lejre;Nature of the offence, total;2017Q1;244
Lejre;Nature of the offence, total;2017Q2;285
Lejre;Nature of the offence, total;2017Q3;292
Lejre;Nature of the offence, total;2017Q4;312
Lejre;Nature of the offence, total;2018Q1;292
Lejre;Nature of the offence, total;2018Q2;327
Lejre;Nature of the offence, total;2018Q3;502
Lejre;Nature of the offence, total;2018Q4;421
Lejre;Nature of the offence, total;2019Q1;307
Lejre;Nature of the offence, total;2019Q2;246
Lejre;Nature of the offence, total;2019Q3;245
Lejre;Nature of the offence, total;2019Q4;242
Lejre;Nature of the offence, total;2020Q1;239
Lejre;Nature of the offence, total;2020Q2;196
Lejre;Nature of the offence, total;2020Q3;210
Lejre;Nature of the offence, total;2020Q4;201
Lejre;Nature of the offence, total;2021Q1;234
Lejre;Nature of the offence, total;2021Q2;373
Lejre;Nature of the offence, total;2021Q3;225
Lejre;Nature of the offence, total;2021Q4;199
Lejre;Nature of the offence, total;2022Q1;293
Lejre;Nature of the offence, total;2022Q2;372
Lejre;Nature of the offence, total;2022Q3;223
Lejre;Nature of the offence, total;2022Q4;249
Lejre;Nature of the offence, total;2023Q1;265
Lejre;Nature of the offence, total;2023Q2;261
Lejre;Nature of the offence, total;2023Q3;268
Lejre;Nature of the offence, total;2023Q4;289
Lejre;Nature of the offence, total;2024Q1;295
Lejre;Nature of the offence, total;2024Q2;238
Lejre;Nature of the offence, total;2024Q3;265
Lejre;Nature of the offence, total;2024Q4;237
Lejre;Nature of the offence, total;2025Q1;269
Lejre;Nature of the offence, total;2025Q2;259
Lejre;Nature of the offence, total;2025Q3;238
Lejre;Nature of the offence, total;2025Q4;258
Roskilde;Nature of the offence, total;2007Q1;1557
Roskilde;Nature of the offence, total;2007Q2;1610
Roskilde;Nature of the offence, total;2007Q3;2640
Roskilde;Nature of the offence, total;2007Q4;1777
Roskilde;Nature of the offence, total;2008Q1;1880
Roskilde;Nature of the offence, total;2008Q2;2015
Roskilde;Nature of the offence, total;2008Q3;2930
Roskilde;Nature of the offence, total;2008Q4;2224
Roskilde;Nature of the offence, total;2009Q1;1932
Roskilde;Nature of the offence, total;2009Q2;2216
Roskilde;Nature of the offence, total;2009Q3;3357
Roskilde;Nature of the offence, total;2009Q4;1904
Roskilde;Nature of the offence, total;2010Q1;1641
Roskilde;Nature of the offence, total;2010Q2;2258
Roskilde;Nature of the offence, total;2010Q3;2919
Roskilde;Nature of the offence, total;2010Q4;1849
Roskilde;Nature of the offence, total;2011Q1;1884
Roskilde;Nature of the offence, total;2011Q2;2498
Roskilde;Nature of the offence, total;2011Q3;2716
Roskilde;Nature of the offence, total;2011Q4;1944
Roskilde;Nature of the offence, total;2012Q1;1707
Roskilde;Nature of the offence, total;2012Q2;1843
Roskilde;Nature of the offence, total;2012Q3;3973
Roskilde;Nature of the offence, total;2012Q4;1765
Roskilde;Nature of the offence, total;2013Q1;1629
Roskilde;Nature of the offence, total;2013Q2;2017
Roskilde;Nature of the offence, total;2013Q3;3732
Roskilde;Nature of the offence, total;2013Q4;1885
Roskilde;Nature of the offence, total;2014Q1;1729
Roskilde;Nature of the offence, total;2014Q2;1954
Roskilde;Nature of the offence, total;2014Q3;3412
Roskilde;Nature of the offence, total;2014Q4;1766
Roskilde;Nature of the offence, total;2015Q1;1597
Roskilde;Nature of the offence, total;2015Q2;2127
Roskilde;Nature of the offence, total;2015Q3;2742
Roskilde;Nature of the offence, total;2015Q4;1815
Roskilde;Nature of the offence, total;2016Q1;1590
Roskilde;Nature of the offence, total;2016Q2;2062
Roskilde;Nature of the offence, total;2016Q3;2371
Roskilde;Nature of the offence, total;2016Q4;1827
Roskilde;Nature of the offence, total;2017Q1;1508
Roskilde;Nature of the offence, total;2017Q2;2633
Roskilde;Nature of the offence, total;2017Q3;2312
Roskilde;Nature of the offence, total;2017Q4;1590
Roskilde;Nature of the offence, total;2018Q1;1453
Roskilde;Nature of the offence, total;2018Q2;1829
Roskilde;Nature of the offence, total;2018Q3;2537
Roskilde;Nature of the offence, total;2018Q4;1754
Roskilde;Nature of the offence, total;2019Q1;1351
Roskilde;Nature of the offence, total;2019Q2;1327
Roskilde;Nature of the offence, total;2019Q3;2375
Roskilde;Nature of the offence, total;2019Q4;1581
Roskilde;Nature of the offence, total;2020Q1;1191
Roskilde;Nature of the offence, total;2020Q2;1134
Roskilde;Nature of the offence, total;2020Q3;1212
Roskilde;Nature of the offence, total;2020Q4;1193
Roskilde;Nature of the offence, total;2021Q1;1009
Roskilde;Nature of the offence, total;2021Q2;1121
Roskilde;Nature of the offence, total;2021Q3;1158
Roskilde;Nature of the offence, total;2021Q4;1381
Roskilde;Nature of the offence, total;2022Q1;1325
Roskilde;Nature of the offence, total;2022Q2;1579
Roskilde;Nature of the offence, total;2022Q3;1673
Roskilde;Nature of the offence, total;2022Q4;1329
Roskilde;Nature of the offence, total;2023Q1;1352
Roskilde;Nature of the offence, total;2023Q2;1585
Roskilde;Nature of the offence, total;2023Q3;1793
Roskilde;Nature of the offence, total;2023Q4;1365
Roskilde;Nature of the offence, total;2024Q1;1246
Roskilde;Nature of the offence, total;2024Q2;1542
Roskilde;Nature of the offence, total;2024Q3;2027
Roskilde;Nature of the offence, total;2024Q4;1407
Roskilde;Nature of the offence, total;2025Q1;1195
Roskilde;Nature of the offence, total;2025Q2;1366
Roskilde;Nature of the offence, total;2025Q3;2041
Roskilde;Nature of the offence, total;2025Q4;1261
Solrød;Nature of the offence, total;2007Q1;318
Solrød;Nature of the offence, total;2007Q2;269
Solrød;Nature of the offence, total;2007Q3;309
Solrød;Nature of the offence, total;2007Q4;316
Solrød;Nature of the offence, total;2008Q1;363
Solrød;Nature of the offence, total;2008Q2;370
Solrød;Nature of the offence, total;2008Q3;451
Solrød;Nature of the offence, total;2008Q4;540
Solrød;Nature of the offence, total;2009Q1;436
