municipality,year,value
Tønder,2017,37.26
Vallensbæk,2017,27.32
Varde,2017,34.22
Vejen,2017,33.34
Vejle,2017,36.1
Vesthimmerlands,2017,37.11
Viborg,2017,36.34
Vordingborg,2017,40.54
Ærø,2017,48.51
Aabenraa,2018,37.08
Aalborg,2018,41.41
Aarhus,2018,39.26
Albertslund,2018,40.26
Allerød,2018,27.24
Assens,2018,34.15
Ballerup,2018,37.89
Billund,2018,35.26
Bornholm,2018,42.02
Brøndby,2018,37.21
Brønderslev,2018,35.17
Copenhagen,2018,43.65
Dragør,2018,29.57
Egedal,2018,24.52
Esbjerg,2018,39.59
Faaborg-Midtfyn,2018,35.08
Fanø,2018,40.16
Favrskov,2018,29.67
Faxe,2018,33.42
Fredensborg,2018,33.13
Fredericia,2018,39.75
Frederiksberg,2018,44.71
Frederikshavn,2018,39.98
Frederikssund,2018,31.92
Furesø,2018,30.79
Gentofte,2018,38.09
Gladsaxe,2018,39.68
Glostrup,2018,41.32
Greve,2018,28.76
Gribskov,2018,29.28
Guldborgsund,2018,42.15
Haderslev,2018,38.13
Halsnæs,2018,34.15
Hedensted,2018,30.59
Helsingør,2018,39.05
Herlev,2018,39.32
Herning,2018,36.78
Hillerød,2018,33.22
Hjørring,2018,37.97
Holbæk,2018,34.89
Holstebro,2018,36.94
Horsens,2018,36.79
Hvidovre,2018,38.29
Høje-Taastrup,2018,34.42
Hørsholm,2018,37.01
Ikast-Brande,2018,33.75
Ishøj,2018,33.36
Jammerbugt,2018,33.74
Kalundborg,2018,37.31
Kerteminde,2018,35.08
Kolding,2018,36.73
Køge,2018,32.28
Langeland,2018,44.09
Lejre,2018,25.19
Lemvig,2018,38.04
Lolland,2018,44.63
Lyngby-Taarbæk,2018,43.5
Læsø,2018,46.4
Mariagerfjord,2018,37.21
Middelfart,2018,34.4
Morsø,2018,40.06
Norddjurs,2018,39.45
Nordfyns,2018,33.08
Nyborg,2018,37.7
Næstved,2018,37.94
Odder,2018,33.43
Odense,2018,41.2
Odsherred,2018,38.66
Randers,2018,39.86
Rebild,2018,30.07
Ringkøbing-Skjern,2018,35.49
Ringsted,2018,34.17
Roskilde,2018,37.23
Rudersdal,2018,36.0
Rødovre,2018,40.61
Samsø,2018,45.14
Silkeborg,2018,34.36
Skanderborg,2018,28.91
Skive,2018,39.46
Slagelse,2018,40.01
Solrød,2018,26.6
Sorø,2018,34.77
Stevns,2018,32.16
Struer,2018,37.5
Svendborg,2018,40.25
Syddjurs,2018,33.87
Sønderborg,2018,38.98
Thisted,2018,37.51
Tårnby,2018,34.54
Tønder,2018,37.88
Vallensbæk,2018,27.12
Varde,2018,34.73
Vejen,2018,33.5
Vejle,2018,36.1
Vesthimmerlands,2018,37.17
Viborg,2018,36.77
Vordingborg,2018,40.61
Ærø,2018,48.68
Aabenraa,2019,37.36
Aalborg,2019,41.77
Aarhus,2019,39.47
Albertslund,2019,40.43
Allerød,2019,27.28
Assens,2019,34.45
Ballerup,2019,37.96
Billund,2019,35.65
Bornholm,2019,42.23
Brøndby,2019,37.23
Brønderslev,2019,35.35
Copenhagen,2019,43.34
Dragør,2019,29.68
Egedal,2019,24.83
Esbjerg,2019,39.88
Faaborg-Midtfyn,2019,35.18
Fanø,2019,41.0
Favrskov,2019,29.93
Faxe,2019,33.9
Fredensborg,2019,33.22
Fredericia,2019,39.76
Frederiksberg,2019,45.28
Frederikshavn,2019,40.57
Frederikssund,2019,32.22
Furesø,2019,31.19
Gentofte,2019,38.26
Gladsaxe,2019,40.02
Glostrup,2019,41.48
Greve,2019,29.13
Gribskov,2019,29.6
Guldborgsund,2019,42.42
Haderslev,2019,38.8
Halsnæs,2019,34.26
Hedensted,2019,30.84
Helsingør,2019,39.41
Herlev,2019,39.5
Herning,2019,36.87
Hillerød,2019,33.79
Hjørring,2019,38.41
Holbæk,2019,34.93
Holstebro,2019,37.42
Horsens,2019,36.96
Hvidovre,2019,38.22
Høje-Taastrup,2019,34.67
Hørsholm,2019,37.26
Ikast-Brande,2019,34.04
Ishøj,2019,33.69
Jammerbugt,2019,34.41
Kalundborg,2019,37.84
Kerteminde,2019,35.77
Kolding,2019,36.92
Køge,2019,32.47
Langeland,2019,44.74
Lejre,2019,25.65
Lemvig,2019,38.0
Lolland,2019,44.83
Lyngby-Taarbæk,2019,43.47
Læsø,2019,47.43
Mariagerfjord,2019,37.76
Middelfart,2019,34.6
Morsø,2019,40.34
Norddjurs,2019,40.21
Nordfyns,2019,32.85
Nyborg,2019,37.93
Næstved,2019,37.96
Odder,2019,33.76
Odense,2019,41.42
Odsherred,2019,39.31
Randers,2019,40.36
Rebild,2019,30.18
Ringkøbing-Skjern,2019,35.83
Ringsted,2019,34.25
Roskilde,2019,37.19
Rudersdal,2019,36.68
Rødovre,2019,40.66
Samsø,2019,46.25
Silkeborg,2019,34.55
Skanderborg,2019,28.78
Skive,2019,39.84
Slagelse,2019,40.2
Solrød,2019,27.19
Sorø,2019,35.32
Stevns,2019,32.15
Struer,2019,38.15
Svendborg,2019,40.39
Syddjurs,2019,33.86
Sønderborg,2019,39.08
Thisted,2019,37.25
Tårnby,2019,34.75
Tønder,2019,38.01
Vallensbæk,2019,27.15
Varde,2019,34.67
Vejen,2019,33.65
Vejle,2019,36.18
Vesthimmerlands,2019,37.47
Viborg,2019,37.07
Vordingborg,2019,40.78
Ærø,2019,48.44
Aabenraa,2020,37.86
Aalborg,2020,42.51
Aarhus,2020,39.67
Albertslund,2020,40.85
Allerød,2020,27.77
Assens,2020,34.9
Ballerup,2020,38.46
Billund,2020,36.01
Bornholm,2020,42.67
Brøndby,2020,37.72
Brønderslev,2020,35.6
Copenhagen,2020,43.36
Dragør,2020,29.83
Egedal,2020,25.06
Esbjerg,2020,40.54
Faaborg-Midtfyn,2020,35.68
Fanø,2020,41.45
Favrskov,2020,30.03
Faxe,2020,34.28
Fredensborg,2020,33.75
Fredericia,2020,40.05
Frederiksberg,2020,45.51
Frederikshavn,2020,40.67
Frederikssund,2020,32.9
Furesø,2020,31.38
Gentofte,2020,38.45
Gladsaxe,2020,40.47
Glostrup,2020,41.98
Greve,2020,29.53
Gribskov,2020,30.0
Guldborgsund,2020,42.75
Haderslev,2020,38.96
Halsnæs,2020,34.54
Hedensted,2020,30.95
Helsingør,2020,39.58
Herlev,2020,39.97
Herning,2020,37.24
Hillerød,2020,34.18
Hjørring,2020,38.58
Holbæk,2020,35.27
Holstebro,2020,37.49
Horsens,2020,37.25
Hvidovre,2020,38.56
Høje-Taastrup,2020,34.75
Hørsholm,2020,37.54
Ikast-Brande,2020,34.39
Ishøj,2020,34.01
Jammerbugt,2020,34.99
Kalundborg,2020,38.66
Kerteminde,2020,36.15
Kolding,2020,37.27
Køge,2020,32.79
Langeland,2020,45.1
Lejre,2020,25.95
Lemvig,2020,38.61
Lolland,2020,45.27
Lyngby-Taarbæk,2020,44.09
Læsø,2020,48.11
Mariagerfjord,2020,38.07
Middelfart,2020,34.64
Morsø,2020,40.79
Norddjurs,2020,40.7
Nordfyns,2020,33.64
Nyborg,2020,38.59
Næstved,2020,38.42
Odder,2020,34.02
Odense,2020,41.97
Odsherred,2020,39.64
Randers,2020,40.9
Rebild,2020,29.99
Ringkøbing-Skjern,2020,36.36
Ringsted,2020,34.5
Roskilde,2020,37.5
Rudersdal,2020,36.72
Rødovre,2020,40.45
Samsø,2020,46.77
Silkeborg,2020,34.83
